27,87
15,81
20,52
38,112
18,45
2,45
55,190
53,125
42,81
29,101
20,42
54,154
7,5
7,21
19,17
28,39
6,44
24,20
39,172
50,120
54,138
15,90
38,73
44,148
11,-18
29,89
24,70
40,138
6,-25
15,56
6,69
54,166
3,-28
46,193
10,-13
19,57
7,3
22,23
31,117
35,66
15,49
26,63
22,71
30,81
32,139
26,84
10,41
29,76
9,60
23,75
29,54
25,123
29,32
22,80
48,166
43,107
55,204
31,81
20,92
7,-13
35,102
8,56
10,-17
31,96
32,83
46,135
25,62
50,116
4,34
43,94
47,113
25,39
29,61
2,27
55,170
45,145
54,177
10,26
9,66
4,-34
17,62
32,127
30,89
45,166
17,19
1,26
2,-24
7,5
20,87
25,57
25,89
26,61
43,159
29,82
44,138
14,0
42,119
4,0
15,-5
8,-2
10,8
2,-4
12,49
1,0
18,43
51,173
1,37
6,-6
34,67
5,-23
32,94
37,101
17,-4
6,46
16,79
54,119
6,64
37,154
28,135
8,-13
13,50
14,94
5,26
53,122
29,123
20,13
42,126
21,12
40,172
7,14
10,77
3,0
44,92
50,139
26,94
28,114
19,52
41,93
38,159
7,-12
28,43
52,208
6,-37
39,90
6,38
47,116
40,100
5,26
43,145
13,68
43,163
6,-22
28,65
32,105
44,86
28,135
26,91
7,-30
22,106
11,60
9,49
17,74
31,142
7,-31
7,-5
27,64
9,-13
26,132
24,49
10,20
45,139
32,92
27,27
19,77
1,-39
39,130
30,134
30,95
18,107
7,50
33,97
24,111
10,-5
32,68
7,44
22,118
4,33
53,202
45,91
28,83
47,99
2,-25
4,-24
53,210
7,30
50,168
44,144
40,150
24,62
26,31
1,41
46,181
10,79
23,27
2,9
37,117
28,59
53,202
54,184
37,75
43,90
12,7
51,152
34,89
51,196
48,120
44,149
24,116
21,84
26,54
34,135
12,-14
18,51
39,165
10,3
33,120
12,77
51,196
23,74
45,81
1,-32
16,47
3,5
6,4
33,124
24,127
9,64
42,130
17,66
12,80
25,25
14,9
50,120
13,56
11,67
32,54
50,179
52,180
5,-30
50,144
7,-9
47,124
18,54
38,155
39,63
43,81
6,39
4,-24
5,39
17,50
2,-3
55,186
29,123
37,105
49,116
17,103
51,152
3,33
49,97
48,188
45,81
54,168
7,-15
9,-16
8,11
8,-17
21,107
16,9
21,111
54,110
11,6
36,62
44,101
25,59
52,192
39,167
32,85
30,46
8,60
10,70
32,94
25,109
23,81
10,55
8,58
23,108
48,160
11,-12
6,30
24,22
42,91
32,109
46,126
37,68
34,91
14,49
2,54
49,187
47,170
38,129
46,135
8,47
13,-9
44,181
40,132
29,116
28,29
35,86
3,-18
11,64
11,22
20,77
30,112
6,57
11,36
27,31
50,164
43,176
1,58
22,52
3,2
24,62
34,87
45,86
55,178
14,-4
24,81
16,19
6,59
6,8
7,68
48,104
5,-31
52,159
46,151
33,46
1,-29
16,21
7,38
21,53
40,134
37,139
26,67
9,37
39,114
39,155
21,98
27,59
31,98
5,-11
28,85
35,126
7,29
44,110
36,150
30,138
52,121
31,104
48,148
44,173
17,59
7,-20
44,121
23,104
32,41
24,116
8,20
28,58
42,105
31,140
8,57
46,190
47,121
47,161
48,119
48,137
46,102
25,130
33,65
54,128
8,66
16,39
17,-4
24,85
46,171
35,91
52,142
7,43
12,69
29,40
40,75
31,100
22,31
55,136
32,111
35,55
8,41
42,160
48,143
50,111
42,140
4,-33
28,85
47,128
7,42
55,179
13,55
26,104
31,51
26,98
40,91
24,69
47,138
4,59
25,86
42,88
3,59
13,29
5,23
10,22
54,187
37,118
53,127
5,2
36,88
26,59
15,91
1,37
11,3
4,51
15,68
22,34
32,137
41,69
1,-26
22,96
9,33
6,45
10,13
14,19
24,77
22,52
36,100
24,87
32,125
36,138
12,10
15,15
42,169
9,-15
45,143
36,85
51,151
45,126
27,48
50,117
27,35
7,-10
12,0
22,80
38,163
18,64
7,65
5,-40
3,30
7,-22
16,64
49,111
45,143
8,0
50,96
40,124
16,18
25,127
50,177
17,-1
33,72
7,65
39,68
6,44
26,56
45,190
47,141
21,109
48,115
42,172
8,76
34,111
5,51
12,85
14,28
42,179
40,146
30,41
17,43
22,106
42,73
23,94
52,205
18,-1
13,26
49,136
1,-26
28,101
20,68
34,137
17,75
11,69
2,12
21,36
27,37
39,133
48,178
55,151
54,160
20,76
55,122
29,100
31,99
32,145
44,131
39,72
20,108
21,106
5,47
49,110
25,85
18,14
41,96
35,160
49,146
24,96
53,112
23,25
51,192
43,80
16,55
33,147
41,75
7,68
46,181
4,43
54,143
11,87
9,2
23,24
5,11
27,82
47,148
44,140
10,50
9,4
52,144
37,133
44,143
37,150
22,11
29,98
50,189
48,129
5,-8
48,91
6,-3
18,94
4,-19
9,24
54,140
13,50
50,156
3,-2
33,151
45,176
55,147
4,14
50,166
41,164
37,103
42,117
40,164
52,192
33,97
7,27
14,19
26,73
11,84
42,137
3,-9
28,85
50,190
41,134
29,38
24,29
38,129
28,80
34,132
32,42
40,119
9,81
40,149
36,155
11,-20
45,173
37,110
8,-19
5,18
7,31
3,21
18,86
29,125
25,118
14,45
55,171
12,-3
34,127
11,34
54,113
47,155
24,28
7,63
4,-26
29,91
12,45
27,95
41,106
23,88
31,71
8,51
22,90
2,30
51,178
47,173
49,170
50,167
39,113
40,122
5,60
12,89
6,58
39,124
5,10
23,54
27,49
26,44
34,79
48,177
26,97
39,152
14,54
24,77
16,57
15,42
48,142
43,159
26,66
27,42
40,171
41,177
24,127
21,56
49,117
35,93
22,85
45,135
54,155
42,79
42,118
46,177
10,79
42,151
10,-20
54,143
50,127
1,30
14,21
41,174
52,116
38,134
31,73
23,66
39,95
42,155
12,3
17,1
33,130
11,75
17,40
54,193
51,173
42,163
25,63
6,3
20,67
27,26
40,105
42,137
37,113
14,5
14,95
14,17
33,76
38,83
1,6
20,89
10,33
2,13
29,127
32,84
20,51
52,165
20,113
7,19
3,-27
12,32
13,26
41,132
32,135
21,66
10,-22
41,125
34,96
2,-7
38,71
32,52
32,151
33,134
36,98
54,197
48,152
13,34
30,101
44,78
31,51
26,110
3,-32
30,127
40,102
21,42
1,39
51,145
10,26
36,58
53,153
33,151
40,152
5,-36
40,151
2,17
24,48
45,156
3,-6
4,47
8,18
23,66
35,114
12,88
12,72
47,107
45,113
5,16
33,146
41,70
13,85
51,176
18,82
38,167
39,67
10,72
44,153
19,59
4,-28
15,21
55,211
42,114
45,92
30,113
53,196
40,76
36,124
15,26
11,40
39,101
17,71
23,121
55,164
39,102
54,211
37,157
32,141
46,129
21,22
27,72
27,89
55,132
19,101
47,105
8,58
10,74
34,62
5,31
23,59
3,28
21,19
27,84
3,18
15,84
19,77
35,95
25,77
1,-45
30,107
6,17
19,37
48,155
54,171
7,-6
30,113
40,137
9,15
19,21
51,148
41,78
27,106
15,80
1,8
41,176
29,87
45,96
8,74
12,-10
8,60
43,154
8,40
51,102
26,118
49,155
31,119
18,50
1,-33
26,30
31,53
6,-32
52,173
26,45
51,152
25,88
49,95
23,120
20,14
22,116
48,119
41,162
35,76
34,145
12,74
37,148
47,145
41,163
33,77
24,23
32,87
10,58
32,71
19,28
16,58
7,4
7,-29
37,128
26,41
15,41
1,19
16,35
1,-21
25,24
17,99
30,118
45,179
41,97
26,86
46,193
27,108
16,61
49,127
40,85
32,62
53,112
34,106
41,115
48,146
4,-19
21,36
51,187
2,-26
27,97
32,127
6,6
16,62
3,1
10,45
53,171
14,45
3,52
50,129
47,101
32,136
24,67
28,100
26,82
16,51
11,84
35,65
25,71
43,87
31,43
39,158
30,98
37,64
46,181
27,86
18,36
3,64
18,1
12,43
53,161
19,50
16,4
46,136
1,17
45,127
10,69
35,101
38,89
1,45
37,158
43,130
3,32
44,102
16,102
30,84
20,67
23,19
33,134
38,128
4,-20
50,196
14,24
17,13
51,150
43,98
4,-3
7,49
3,47
24,50
6,-5
5,48
4,-34
14,65
51,100
11,23
38,110
11,-22
47,154
22,77
1,16
44,153
37,103
25,51
4,11
28,80
15,56
5,-3
1,-47
52,104
53,132
28,93
30,122
11,87
37,156
46,178
40,133
45,88
33,154
51,123
54,195
17,48
1,-16
51,157
4,67
4,14
23,29
17,32
43,135
39,156
7,11
3,60
27,78
32,48
40,99
2,12
46,117
24,51
39,151
54,168
24,114
24,127
48,182
45,170
37,125
46,121
18,24
17,75
11,63
18,61
30,133
53,202
8,19
47,152
8,53
48,147
8,-9
24,85
5,3
45,139
36,72
49,152
41,84
48,159
50,136
17,57
50,152
8,1
23,40
15,35
32,97
55,210
8,49
44,109
47,86
32,120
41,110
25,23
24,45
27,105
12,6
34,67
32,78
20,111
19,3
40,69
2,-8
20,42
26,45
38,91
13,51
46,143
23,95
33,100
44,166
1,-7
22,79
39,73
11,10
2,-48
25,111
36,153
48,113
45,96
6,37
53,169
2,-4
50,108
9,48
52,163
51,148
18,32
7,-4
43,113
2,-6
12,26
45,113
30,67
33,50
49,95
40,171
5,20
49,128
13,29
17,81
21,103
35,147
24,42
36,115
26,75
20,46
6,69
28,31
40,102
51,192
18,44
45,98
2,-8
19,80
55,116
45,105
36,152
19,41
32,51
52,204
28,77
14,-10
45,128
19,100
15,-8
12,39
52,165
46,147
32,62
15,24
1,57
22,101
1,53
23,36
46,140
13,8
19,19
46,162
45,179
9,45
12,26
9,72
55,178
40,110
41,167
5,45
22,15
8,72
13,40
3,-28
47,182
39,111
32,111
5,-20
11,-20
46,124
5,19
53,200
52,147
49,175
55,170
33,111
10,45
5,60
16,-7
44,148
42,90
23,103
30,74
35,160
31,129
27,90
27,73
4,-4
2,-3
49,200
4,13
20,74
15,77
10,31
45,149
31,40
13,39
23,37
21,104
22,56
36,85
11,14
25,79
27,128
46,124
9,-14
21,78
17,68
16,87
9,-12
27,127
20,115
5,26
35,50
53,161
14,58
36,70
17,94
17,98
16,1
45,95
10,10
19,96
20,87
5,34
4,64
29,51
10,33
15,77
31,41
27,124
21,70
14,11
54,108
9,68
18,6
15,66
20,81
6,-35
36,111
19,57
47,120
43,140
39,170
47,169
16,16
7,56
4,51
30,87
11,-15
8,65
33,63
24,29
42,142
10,41
44,80
10,52
21,9
27,73
9,73
35,124
26,121
19,29
55,176
34,95
24,57
16,92
43,81
38,149
25,77
15,14
37,140
16,56
14,29
42,146
27,36
25,62
23,96
33,153
7,-24
45,88
40,174
53,145
52,136
13,77
36,113
24,127
31,143
47,164
21,20
31,60
53,112
2,36
30,39
39,137
6,33
7,19
19,84
9,35
52,111
6,-31
13,0
48,96
17,69
20,113
31,116
33,112
30,110
39,100
40,124
24,22
4,37
7,16
18,40
31,146
41,92
12,23
22,23
44,85
20,9
51,206
23,40
44,86
19,21
26,82
47,91
32,44
40,108
45,97
47,133
47,127
10,7
20,94
8,39
51,160
13,1
29,129
53,169
32,83
50,100
32,112
53,162
1,-31
52,126
4,-5
32,119
50,149
29,135
41,172
10,9
52,131
55,127
1,-35
6,22
48,174
16,1
50,185
49,143
20,16
55,135
5,63
25,69
54,183
18,83
36,113
24,73
50,188
28,39
33,84
40,86
41,176
21,105
44,185
